movie,release year,id,genre,director,box_office,runtime(in min),IMDb rating,emotions,emopair,most occuring 5 pairs,top_emotions
Hot Rod,2007,dfm13,"Comedy, Sport",Akiva Schaffer,14.4,88,6.7,"['gratitude', 'caring', 'gratitude', 'neutral', 'admiration', 'admiration', 'approval', 'fear', 'gratitude', 'neutral', 'gratitude', 'neutral', 'gratitude', 'admiration', 'gratitude', 'gratitude', 'neutral', 'gratitude', 'gratitude', 'gratitude', 'neutral', 'gratitude', 'gratitude', 'gratitude', 'gratitude', 'curiosity', 'neutral', 'gratitude', 'neutral', 'neutral', 'gratitude', 'sadness', 'caring', 'gratitude', 'gratitude', 'gratitude', 'gratitude', 'gratitude', 'gratitude', 'admiration', 'curiosity', 'fear', 'caring', 'confusion', 'annoyance', 'approval', 'realization', 'sadness', 'caring', 'fear', 'gratitude', 'neutral', 'realization', 'gratitude', 'admiration', 'neutral']","{('gratitude', 'caring'): 1, ('caring', 'gratitude'): 2, ('gratitude', 'neutral'): 7, ('neutral', 'admiration'): 1, ('admiration', 'admiration'): 1, ('admiration', 'approval'): 1, ('approval', 'fear'): 1, ('fear', 'gratitude'): 2, ('neutral', 'gratitude'): 6, ('gratitude', 'admiration'): 3, ('admiration', 'gratitude'): 1, ('gratitude', 'gratitude'): 11, ('gratitude', 'curiosity'): 1, ('curiosity', 'neutral'): 1, ('neutral', 'neutral'): 1, ('gratitude', 'sadness'): 1, ('sadness', 'caring'): 2, ('admiration', 'curiosity'): 1, ('curiosity', 'fear'): 1, ('fear', 'caring'): 1, ('caring', 'confusion'): 1, ('confusion', 'annoyance'): 1, ('annoyance', 'approval'): 1, ('approval', 'realization'): 1, ('realization', 'sadness'): 1, ('caring', 'fear'): 1, ('neutral', 'realization'): 1, ('realization', 'gratitude'): 1, ('admiration', 'neutral'): 1}","[(('gratitude', 'gratitude'), 11), (('gratitude', 'neutral'), 7), (('neutral', 'gratitude'), 6), (('gratitude', 'admiration'), 3), (('caring', 'gratitude'), 2)]","['gratitude', 'neutral', 'admiration', 'caring', 'fear', 'approval', 'curiosity', 'sadness']"
J. Edgar,2011,dfm14,"Biography, Drama, Romance",Clint Eastwood,84.9,137,6.5,"['remorse', 'caring', 'neutral', 'gratitude', 'caring', 'caring', 'caring', 'fear', 'gratitude', 'grief', 'amusement', 'love', 'neutral', 'caring', 'fear', 'caring', 'gratitude', 'fear', 'gratitude', 'caring', 'gratitude', 'caring', 'disgust', 'sadness', 'caring', 'remorse', 'anger', 'fear', 'fear', 'neutral', 'remorse', 'remorse', 'fear', 'anger', 'admiration', 'annoyance', 'anger', 'annoyance', 'fear', 'amusement', 'gratitude', 'love', 'gratitude', 'admiration', 'gratitude', 'joy']","{('remorse', 'caring'): 1, ('caring', 'neutral'): 1, ('neutral', 'gratitude'): 1, ('gratitude', 'caring'): 3, ('caring', 'caring'): 2, ('caring', 'fear'): 2, ('fear', 'gratitude'): 2, ('gratitude', 'grief'): 1, ('grief', 'amusement'): 1, ('amusement', 'love'): 1, ('love', 'neutral'): 1, ('neutral', 'caring'): 1, ('fear', 'caring'): 1, ('caring', 'gratitude'): 2, ('gratitude', 'fear'): 1, ('caring', 'disgust'): 1, ('disgust', 'sadness'): 1, ('sadness', 'caring'): 1, ('caring', 'remorse'): 1, ('remorse', 'anger'): 1, ('anger', 'fear'): 1, ('fear', 'fear'): 1, ('fear', 'neutral'): 1, ('neutral', 'remorse'): 1, ('remorse', 'remorse'): 1, ('remorse', 'fear'): 1, ('fear', 'anger'): 1, ('anger', 'admiration'): 1, ('admiration', 'annoyance'): 1, ('annoyance', 'anger'): 1, ('anger', 'annoyance'): 1, ('annoyance', 'fear'): 1, ('fear', 'amusement'): 1, ('amusement', 'gratitude'): 1, ('gratitude', 'love'): 1, ('love', 'gratitude'): 1, ('gratitude', 'admiration'): 1, ('admiration', 'gratitude'): 1, ('gratitude', 'joy'): 1}","[(('gratitude', 'caring'), 3), (('caring', 'caring'), 2), (('caring', 'fear'), 2), (('fear', 'gratitude'), 2), (('caring', 'gratitude'), 2)]","['caring', 'gratitude', 'fear', 'remorse', 'neutral', 'anger', 'amusement', 'love']"
Jujutsu Kaisen 0,2021,dfm15,"Animation, Action, Fantasy",Sunghoo Park,196.2,105,7.8,"['gratitude', 'remorse', 'sadness', 'neutral', 'gratitude', 'annoyance', 'amusement', 'annoyance', 'anger', 'annoyance', 'remorse', 'optimism', 'neutral', 'caring', 'neutral', 'admiration', 'annoyance', 'amusement', 'anger', 'anger', 'gratitude', 'anger', 'gratitude', 'anger', 'embarrassment', 'curiosity', 'anger', 'love', 'gratitude', 'anger', 'neutral', 'neutral', 'realization', 'joy', 'curiosity', 'excitement', 'admiration', 'neutral', 'anger', 'anger', 'admiration', 'gratitude']","{('gratitude', 'remorse'): 1, ('remorse', 'sadness'): 1, ('sadness', 'neutral'): 1, ('neutral', 'gratitude'): 1, ('gratitude', 'annoyance'): 1, ('annoyance', 'amusement'): 2, ('amusement', 'annoyance'): 1, ('annoyance', 'anger'): 1, ('anger', 'annoyance'): 1, ('annoyance', 'remorse'): 1, ('remorse', 'optimism'): 1, ('optimism', 'neutral'): 1, ('neutral', 'caring'): 1, ('caring', 'neutral'): 1, ('neutral', 'admiration'): 1, ('admiration', 'annoyance'): 1, ('amusement', 'anger'): 1, ('anger', 'anger'): 2, ('anger', 'gratitude'): 2, ('gratitude', 'anger'): 3, ('anger', 'embarrassment'): 1, ('embarrassment', 'curiosity'): 1, ('curiosity', 'anger'): 1, ('anger', 'love'): 1, ('love', 'gratitude'): 1, ('anger', 'neutral'): 1, ('neutral', 'neutral'): 1, ('neutral', 'realization'): 1, ('realization', 'joy'): 1, ('joy', 'curiosity'): 1, ('curiosity', 'excitement'): 1, ('excitement', 'admiration'): 1, ('admiration', 'neutral'): 1, ('neutral', 'anger'): 1, ('anger', 'admiration'): 1, ('admiration', 'gratitude'): 1}","[(('gratitude', 'anger'), 3), (('annoyance', 'amusement'), 2), (('anger', 'anger'), 2), (('anger', 'gratitude'), 2), (('gratitude', 'remorse'), 1)]","['anger', 'gratitude', 'neutral', 'annoyance', 'admiration', 'remorse', 'amusement', 'curiosity']"
Kingpin,1996,dfm16,"Comedy, Sport","Peter Farrelly, Bobby Farrelly",32.2,114,6.9,"['annoyance', 'gratitude', 'love', 'surprise', 'annoyance', 'neutral', 'optimism', 'anger', 'annoyance', 'anger', 'anger', 'amusement', 'anger', 'fear', 'curiosity', 'neutral', 'anger', 'anger', 'anger', 'annoyance', 'love', 'anger', 'neutral', 'annoyance', 'gratitude', 'admiration', 'curiosity', 'realization', 'love', 'gratitude', 'grief', 'neutral', 'neutral', 'sadness', 'love', 'love']","{('annoyance', 'gratitude'): 2, ('gratitude', 'love'): 1, ('love', 'surprise'): 1, ('surprise', 'annoyance'): 1, ('annoyance', 'neutral'): 1, ('neutral', 'optimism'): 1, ('optimism', 'anger'): 1, ('anger', 'annoyance'): 2, ('annoyance', 'anger'): 1, ('anger', 'anger'): 3, ('anger', 'amusement'): 1, ('amusement', 'anger'): 1, ('anger', 'fear'): 1, ('fear', 'curiosity'): 1, ('curiosity', 'neutral'): 1, ('neutral', 'anger'): 1, ('annoyance', 'love'): 1, ('love', 'anger'): 1, ('anger', 'neutral'): 1, ('neutral', 'annoyance'): 1, ('gratitude', 'admiration'): 1, ('admiration', 'curiosity'): 1, ('curiosity', 'realization'): 1, ('realization', 'love'): 1, ('love', 'gratitude'): 1, ('gratitude', 'grief'): 1, ('grief', 'neutral'): 1, ('neutral', 'neutral'): 1, ('neutral', 'sadness'): 1, ('sadness', 'love'): 1, ('love', 'love'): 1}","[(('anger', 'anger'), 3), (('annoyance', 'gratitude'), 2), (('anger', 'annoyance'), 2), (('gratitude', 'love'), 1), (('love', 'surprise'), 1)]","['anger', 'annoyance', 'love', 'neutral', 'gratitude', 'curiosity', 'surprise', 'optimism']"
My Own Private Idaho,1991,dfm17,Drama,Gus Van Sant,8.1,102,7.0,"['curiosity', 'admiration', 'anger', 'neutral', 'gratitude', 'anger', 'neutral', 'neutral', 'gratitude', 'neutral', 'confusion', 'neutral', 'neutral', 'gratitude', 'neutral', 'anger', 'admiration', 'neutral', 'gratitude', 'neutral', 'neutral', 'remorse', 'neutral', 'neutral', 'joy', 'fear', 'realization', 'gratitude', 'excitement', 'gratitude', 'gratitude', 'neutral', 'gratitude', 'curiosity', 'surprise', 'anger', 'admiration', 'caring', 'caring', 'gratitude', 'gratitude', 'gratitude', 'neutral']","{('curiosity', 'admiration'): 1, ('admiration', 'anger'): 1, ('anger', 'neutral'): 2, ('neutral', 'gratitude'): 5, ('gratitude', 'anger'): 1, ('neutral', 'neutral'): 4, ('gratitude', 'neutral'): 5, ('neutral', 'confusion'): 1, ('confusion', 'neutral'): 1, ('neutral', 'anger'): 1, ('anger', 'admiration'): 2, ('admiration', 'neutral'): 1, ('neutral', 'remorse'): 1, ('remorse', 'neutral'): 1, ('neutral', 'joy'): 1, ('joy', 'fear'): 1, ('fear', 'realization'): 1, ('realization', 'gratitude'): 1, ('gratitude', 'excitement'): 1, ('excitement', 'gratitude'): 1, ('gratitude', 'gratitude'): 3, ('gratitude', 'curiosity'): 1, ('curiosity', 'surprise'): 1, ('surprise', 'anger'): 1, ('admiration', 'caring'): 1, ('caring', 'caring'): 1, ('caring', 'gratitude'): 1}","[(('neutral', 'gratitude'), 5), (('gratitude', 'neutral'), 5), (('neutral', 'neutral'), 4), (('gratitude', 'gratitude'), 3), (('anger', 'neutral'), 2)]","['neutral', 'gratitude', 'anger', 'admiration', 'curiosity', 'caring', 'confusion', 'remorse']"
Ocean's Thirteen,2007,dfm18,"Crime, Thriller",Steven Soderbergh,311.7,122,6.9,"['anger', 'annoyance', 'neutral', 'admiration', 'gratitude', 'admiration', 'neutral', 'caring', 'neutral', 'sadness', 'gratitude', 'joy', 'gratitude', 'love', 'gratitude', 'neutral', 'neutral', 'realization', 'neutral', 'admiration', 'caring', 'curiosity', 'admiration', 'admiration', 'surprise', 'anger', 'annoyance', 'neutral', 'joy', 'annoyance', 'admiration', 'neutral', 'admiration', 'optimism', 'admiration', 'admiration', 'caring', 'neutral', 'caring', 'sadness']","{('anger', 'annoyance'): 2, ('annoyance', 'neutral'): 2, ('neutral', 'admiration'): 3, ('admiration', 'gratitude'): 1, ('gratitude', 'admiration'): 1, ('admiration', 'neutral'): 2, ('neutral', 'caring'): 2, ('caring', 'neutral'): 2, ('neutral', 'sadness'): 1, ('sadness', 'gratitude'): 1, ('gratitude', 'joy'): 1, ('joy', 'gratitude'): 1, ('gratitude', 'love'): 1, ('love', 'gratitude'): 1, ('gratitude', 'neutral'): 1, ('neutral', 'neutral'): 1, ('neutral', 'realization'): 1, ('realization', 'neutral'): 1, ('admiration', 'caring'): 2, ('caring', 'curiosity'): 1, ('curiosity', 'admiration'): 1, ('admiration', 'admiration'): 2, ('admiration', 'surprise'): 1, ('surprise', 'anger'): 1, ('neutral', 'joy'): 1, ('joy', 'annoyance'): 1, ('annoyance', 'admiration'): 1, ('admiration', 'optimism'): 1, ('optimism', 'admiration'): 1, ('caring', 'sadness'): 1}","[(('neutral', 'admiration'), 3), (('anger', 'annoyance'), 2), (('annoyance', 'neutral'), 2), (('admiration', 'neutral'), 2), (('neutral', 'caring'), 2)]","['neutral', 'admiration', 'gratitude', 'caring', 'annoyance', 'anger', 'sadness', 'joy']"
Once,2007,dfm19,"Drama, Music, Romance",John Carney,23.3,86,7.8,"['love', 'neutral', 'nervousness', 'optimism', 'neutral', 'curiosity', 'sadness', 'love', 'fear', 'anger', 'sadness', 'gratitude', 'sadness', 'annoyance', 'sadness', 'neutral', 'joy', 'caring', 'realization', 'remorse', 'gratitude', 'love', 'annoyance', 'fear', 'fear', 'realization', 'caring', 'anger', 'annoyance', 'fear', 'anger', 'sadness', 'admiration']","{('love', 'neutral'): 1, ('neutral', 'nervousness'): 1, ('nervousness', 'optimism'): 1, ('optimism', 'neutral'): 1, ('neutral', 'curiosity'): 1, ('curiosity', 'sadness'): 1, ('sadness', 'love'): 1, ('love', 'fear'): 1, ('fear', 'anger'): 2, ('anger', 'sadness'): 2, ('sadness', 'gratitude'): 1, ('gratitude', 'sadness'): 1, ('sadness', 'annoyance'): 1, ('annoyance', 'sadness'): 1, ('sadness', 'neutral'): 1, ('neutral', 'joy'): 1, ('joy', 'caring'): 1, ('caring', 'realization'): 1, ('realization', 'remorse'): 1, ('remorse', 'gratitude'): 1, ('gratitude', 'love'): 1, ('love', 'annoyance'): 1, ('annoyance', 'fear'): 2, ('fear', 'fear'): 1, ('fear', 'realization'): 1, ('realization', 'caring'): 1, ('caring', 'anger'): 1, ('anger', 'annoyance'): 1, ('sadness', 'admiration'): 1}","[(('fear', 'anger'), 2), (('anger', 'sadness'), 2), (('annoyance', 'fear'), 2), (('love', 'neutral'), 1), (('neutral', 'nervousness'), 1)]","['sadness', 'fear', 'love', 'neutral', 'anger', 'annoyance', 'gratitude', 'caring']"
Persepolis,2007,dfm20,"Animation, Biography, Drama","Marjane Satrapi, Vincent Paronnaud",22.7,96,8.0,"['disapproval', 'neutral', 'neutral', 'anger', 'gratitude', 'sadness', 'annoyance', 'neutral', 'gratitude', 'caring', 'neutral', 'realization', 'fear', 'fear', 'excitement', 'annoyance', 'neutral', 'anger', 'admiration', 'neutral', 'gratitude', 'annoyance', 'neutral', 'approval', 'curiosity', 'neutral', 'gratitude', 'gratitude', 'anger']","{('disapproval', 'neutral'): 1, ('neutral', 'neutral'): 1, ('neutral', 'anger'): 2, ('anger', 'gratitude'): 1, ('gratitude', 'sadness'): 1, ('sadness', 'annoyance'): 1, ('annoyance', 'neutral'): 3, ('neutral', 'gratitude'): 3, ('gratitude', 'caring'): 1, ('caring', 'neutral'): 1, ('neutral', 'realization'): 1, ('realization', 'fear'): 1, ('fear', 'fear'): 1, ('fear', 'excitement'): 1, ('excitement', 'annoyance'): 1, ('anger', 'admiration'): 1, ('admiration', 'neutral'): 1, ('gratitude', 'annoyance'): 1, ('neutral', 'approval'): 1, ('approval', 'curiosity'): 1, ('curiosity', 'neutral'): 1, ('gratitude', 'gratitude'): 1, ('gratitude', 'anger'): 1}","[(('annoyance', 'neutral'), 3), (('neutral', 'gratitude'), 3), (('neutral', 'anger'), 2), (('disapproval', 'neutral'), 1), (('neutral', 'neutral'), 1)]","['neutral', 'gratitude', 'anger', 'annoyance', 'fear', 'disapproval', 'sadness', 'caring']"
Sanjuro,1962,dfm21,"Action, Drama, Thriller",Akira Kurosawa,3.2,95,8.0,"['neutral', 'neutral', 'sadness', 'surprise', 'amusement', 'gratitude', 'neutral', 'neutral', 'neutral', 'amusement', 'amusement', 'neutral', 'neutral', 'amusement', 'fear', 'neutral', 'gratitude', 'remorse', 'neutral', 'neutral', 'remorse', 'neutral', 'annoyance', 'gratitude', 'neutral', 'gratitude', 'neutral', 'gratitude', 'neutral', 'gratitude', 'neutral', 'admiration', 'amusement', 'caring', 'neutral', 'neutral', 'love', 'love', 'fear', 'neutral', 'anger', 'neutral', 'neutral', 'neutral', 'disgust', 'gratitude', 'gratitude', 'confusion', 'amusement']","{('neutral', 'neutral'): 8, ('neutral', 'sadness'): 1, ('sadness', 'surprise'): 1, ('surprise', 'amusement'): 1, ('amusement', 'gratitude'): 1, ('gratitude', 'neutral'): 5, ('neutral', 'amusement'): 2, ('amusement', 'amusement'): 1, ('amusement', 'neutral'): 1, ('amusement', 'fear'): 1, ('fear', 'neutral'): 2, ('neutral', 'gratitude'): 4, ('gratitude', 'remorse'): 1, ('remorse', 'neutral'): 2, ('neutral', 'remorse'): 1, ('neutral', 'annoyance'): 1, ('annoyance', 'gratitude'): 1, ('neutral', 'admiration'): 1, ('admiration', 'amusement'): 1, ('amusement', 'caring'): 1, ('caring', 'neutral'): 1, ('neutral', 'love'): 1, ('love', 'love'): 1, ('love', 'fear'): 1, ('neutral', 'anger'): 1, ('anger', 'neutral'): 1, ('neutral', 'disgust'): 1, ('disgust', 'gratitude'): 1, ('gratitude', 'gratitude'): 1, ('gratitude', 'confusion'): 1, ('confusion', 'amusement'): 1}","[(('neutral', 'neutral'), 8), (('gratitude', 'neutral'), 5), (('neutral', 'gratitude'), 4), (('neutral', 'amusement'), 2), (('fear', 'neutral'), 2)]","['neutral', 'gratitude', 'amusement', 'fear', 'remorse', 'love', 'sadness', 'surprise']"
Shazam Fury Of the Gods,2023,dfm22,"Action, Adventure, Comedy",David F. Sandberg,133.5,130,6.0,"['remorse', 'anger', 'annoyance', 'anger', 'annoyance', 'remorse', 'anger', 'anger', 'anger', 'anger', 'anger', 'anger', 'anger', 'neutral', 'neutral', 'annoyance', 'neutral', 'anger', 'anger', 'annoyance', 'annoyance', 'anger', 'anger', 'anger', 'anger', 'fear', 'anger', 'fear']","{('remorse', 'anger'): 2, ('anger', 'annoyance'): 3, ('annoyance', 'anger'): 2, ('annoyance', 'remorse'): 1, ('anger', 'anger'): 10, ('anger', 'neutral'): 1, ('neutral', 'neutral'): 1, ('neutral', 'annoyance'): 1, ('annoyance', 'neutral'): 1, ('neutral', 'anger'): 1, ('annoyance', 'annoyance'): 1, ('anger', 'fear'): 2, ('fear', 'anger'): 1}","[(('anger', 'anger'), 10), (('anger', 'annoyance'), 3), (('remorse', 'anger'), 2), (('annoyance', 'anger'), 2), (('anger', 'fear'), 2)]","['anger', 'annoyance', 'neutral', 'remorse', 'fear']"
The Chaser,2008,dfm23,"Action,Crime, Drama",Na Hong-jin,35.8,124,7.8,"['love', 'anger', 'anger', 'gratitude', 'neutral', 'neutral', 'anger', 'anger', 'gratitude', 'caring', 'anger', 'annoyance', 'neutral', 'anger', 'anger', 'curiosity', 'caring', 'fear', 'grief', 'optimism', 'admiration', 'neutral', 'grief']","{('love', 'anger'): 1, ('anger', 'anger'): 3, ('anger', 'gratitude'): 2, ('gratitude', 'neutral'): 1, ('neutral', 'neutral'): 1, ('neutral', 'anger'): 2, ('gratitude', 'caring'): 1, ('caring', 'anger'): 1, ('anger', 'annoyance'): 1, ('annoyance', 'neutral'): 1, ('anger', 'curiosity'): 1, ('curiosity', 'caring'): 1, ('caring', 'fear'): 1, ('fear', 'grief'): 1, ('grief', 'optimism'): 1, ('optimism', 'admiration'): 1, ('admiration', 'neutral'): 1, ('neutral', 'grief'): 1}","[(('anger', 'anger'), 3), (('anger', 'gratitude'), 2), (('neutral', 'anger'), 2), (('love', 'anger'), 1), (('gratitude', 'neutral'), 1)]","['anger', 'neutral', 'gratitude', 'caring', 'grief', 'love', 'annoyance', 'curiosity']"
The Killing Fields,1984,dfm24,"Biography, Drama, History",Roland Joffe,34.7,141,7.8,"['gratitude', 'fear', 'confusion', 'curiosity', 'gratitude', 'gratitude', 'fear', 'gratitude', 'caring', 'gratitude', 'caring', 'gratitude', 'gratitude', 'caring', 'gratitude', 'gratitude', 'gratitude', 'gratitude', 'fear', 'neutral', 'gratitude', 'gratitude', 'remorse', 'gratitude', 'sadness', 'remorse', 'sadness', 'curiosity']","{('gratitude', 'fear'): 3, ('fear', 'confusion'): 1, ('confusion', 'curiosity'): 1, ('curiosity', 'gratitude'): 1, ('gratitude', 'gratitude'): 6, ('fear', 'gratitude'): 1, ('gratitude', 'caring'): 3, ('caring', 'gratitude'): 3, ('fear', 'neutral'): 1, ('neutral', 'gratitude'): 1, ('gratitude', 'remorse'): 1, ('remorse', 'gratitude'): 1, ('gratitude', 'sadness'): 1, ('sadness', 'remorse'): 1, ('remorse', 'sadness'): 1, ('sadness', 'curiosity'): 1}","[(('gratitude', 'gratitude'), 6), (('gratitude', 'fear'), 3), (('gratitude', 'caring'), 3), (('caring', 'gratitude'), 3), (('fear', 'confusion'), 1)]","['gratitude', 'fear', 'caring', 'curiosity', 'remorse', 'sadness', 'confusion', 'neutral']"
The Courier,2020,dfm25,"Drama, History, Thriller",Dominic Cooke,26.0,111,7.2,"['neutral', 'annoyance', 'sadness', 'neutral', 'confusion', 'remorse', 'amusement', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'gratitude', 'realization', 'neutral', 'neutral', 'neutral', 'neutral', 'excitement']","{('neutral', 'annoyance'): 1, ('annoyance', 'sadness'): 1, ('sadness', 'neutral'): 1, ('neutral', 'confusion'): 1, ('confusion', 'remorse'): 1, ('remorse', 'amusement'): 1, ('amusement', 'neutral'): 1, ('neutral', 'neutral'): 7, ('neutral', 'gratitude'): 1, ('gratitude', 'realization'): 1, ('realization', 'neutral'): 1, ('neutral', 'excitement'): 1}","[(('neutral', 'neutral'), 7), (('neutral', 'annoyance'), 1), (('annoyance', 'sadness'), 1), (('sadness', 'neutral'), 1), (('neutral', 'confusion'), 1)]","['neutral', 'annoyance', 'sadness', 'confusion', 'remorse', 'amusement', 'gratitude', 'realization']"
The Fast And The Furious III Tokyo Drift,2006,dfm26,"Action, Crime, Thriller",Justin Lin,159.0,104,6.0,"['gratitude', 'sadness', 'gratitude', 'grief', 'gratitude', 'sadness', 'anger', 'neutral', 'admiration', 'gratitude', 'gratitude', 'curiosity', 'love', 'gratitude', 'gratitude', 'gratitude', 'curiosity', 'gratitude', 'curiosity', 'gratitude', 'gratitude', 'love', 'love', 'love', 'anger', 'gratitude', 'grief', 'joy', 'love', 'neutral', 'love', 'sadness', 'sadness', 'curiosity', 'admiration', 'neutral', 'caring', 'sadness']","{('gratitude', 'sadness'): 2, ('sadness', 'gratitude'): 1, ('gratitude', 'grief'): 2, ('grief', 'gratitude'): 1, ('sadness', 'anger'): 1, ('anger', 'neutral'): 1, ('neutral', 'admiration'): 1, ('admiration', 'gratitude'): 1, ('gratitude', 'gratitude'): 4, ('gratitude', 'curiosity'): 3, ('curiosity', 'love'): 1, ('love', 'gratitude'): 1, ('curiosity', 'gratitude'): 2, ('gratitude', 'love'): 1, ('love', 'love'): 2, ('love', 'anger'): 1, ('anger', 'gratitude'): 1, ('grief', 'joy'): 1, ('joy', 'love'): 1, ('love', 'neutral'): 1, ('neutral', 'love'): 1, ('love', 'sadness'): 1, ('sadness', 'sadness'): 1, ('sadness', 'curiosity'): 1, ('curiosity', 'admiration'): 1, ('admiration', 'neutral'): 1, ('neutral', 'caring'): 1, ('caring', 'sadness'): 1}","[(('gratitude', 'gratitude'), 4), (('gratitude', 'curiosity'), 3), (('gratitude', 'sadness'), 2), (('gratitude', 'grief'), 2), (('curiosity', 'gratitude'), 2)]","['gratitude', 'love', 'sadness', 'curiosity', 'neutral', 'grief', 'anger', 'admiration']"
The Last Letter From Your Lover,2021,dfm27,"Drama, Romance",Augustine Frizzell,1.4,110,6.7,"['gratitude', 'gratitude', 'fear', 'gratitude', 'disgust', 'gratitude', 'amusement', 'remorse', 'amusement', 'amusement', 'annoyance', 'neutral', 'anger', 'amusement', 'curiosity', 'anger', 'remorse', 'gratitude', 'amusement', 'amusement', 'neutral', 'excitement', 'gratitude', 'realization', 'amusement', 'fear', 'anger', 'fear', 'remorse', 'curiosity', 'neutral', 'caring', 'fear', 'gratitude', 'disgust', 'anger', 'gratitude', 'neutral', 'sadness', 'admiration', 'anger', 'neutral', 'sadness', 'remorse', 'realization']","{('gratitude', 'gratitude'): 1, ('gratitude', 'fear'): 1, ('fear', 'gratitude'): 2, ('gratitude', 'disgust'): 2, ('disgust', 'gratitude'): 1, ('gratitude', 'amusement'): 2, ('amusement', 'remorse'): 1, ('remorse', 'amusement'): 1, ('amusement', 'amusement'): 2, ('amusement', 'annoyance'): 1, ('annoyance', 'neutral'): 1, ('neutral', 'anger'): 1, ('anger', 'amusement'): 1, ('amusement', 'curiosity'): 1, ('curiosity', 'anger'): 1, ('anger', 'remorse'): 1, ('remorse', 'gratitude'): 1, ('amusement', 'neutral'): 1, ('neutral', 'excitement'): 1, ('excitement', 'gratitude'): 1, ('gratitude', 'realization'): 1, ('realization', 'amusement'): 1, ('amusement', 'fear'): 1, ('fear', 'anger'): 1, ('anger', 'fear'): 1, ('fear', 'remorse'): 1, ('remorse', 'curiosity'): 1, ('curiosity', 'neutral'): 1, ('neutral', 'caring'): 1, ('caring', 'fear'): 1, ('disgust', 'anger'): 1, ('anger', 'gratitude'): 1, ('gratitude', 'neutral'): 1, ('neutral', 'sadness'): 2, ('sadness', 'admiration'): 1, ('admiration', 'anger'): 1, ('anger', 'neutral'): 1, ('sadness', 'remorse'): 1, ('remorse', 'realization'): 1}","[(('fear', 'gratitude'), 2), (('gratitude', 'disgust'), 2), (('gratitude', 'amusement'), 2), (('amusement', 'amusement'), 2), (('neutral', 'sadness'), 2)]","['gratitude', 'amusement', 'neutral', 'anger', 'fear', 'remorse', 'disgust', 'curiosity']"
The Voyeurs,2021,dfm28,"Drama, Mystery, Thriller",Michael Mohan,,116,6.0,"['anger', 'neutral', 'anger', 'surprise', 'amusement', 'amusement', 'love', 'anger', 'anger', 'annoyance', 'annoyance', 'caring', 'anger', 'annoyance', 'caring', 'anger', 'annoyance', 'anger', 'anger', 'remorse', 'anger', 'sadness', 'nervousness', 'annoyance', 'fear', 'anger', 'gratitude', 'anger', 'caring', 'gratitude', 'gratitude', 'neutral', 'amusement', 'admiration', 'excitement', 'annoyance']","{('anger', 'neutral'): 1, ('neutral', 'anger'): 1, ('anger', 'surprise'): 1, ('surprise', 'amusement'): 1, ('amusement', 'amusement'): 1, ('amusement', 'love'): 1, ('love', 'anger'): 1, ('anger', 'anger'): 2, ('anger', 'annoyance'): 3, ('annoyance', 'annoyance'): 1, ('annoyance', 'caring'): 2, ('caring', 'anger'): 2, ('annoyance', 'anger'): 1, ('anger', 'remorse'): 1, ('remorse', 'anger'): 1, ('anger', 'sadness'): 1, ('sadness', 'nervousness'): 1, ('nervousness', 'annoyance'): 1, ('annoyance', 'fear'): 1, ('fear', 'anger'): 1, ('anger', 'gratitude'): 1, ('gratitude', 'anger'): 1, ('anger', 'caring'): 1, ('caring', 'gratitude'): 1, ('gratitude', 'gratitude'): 1, ('gratitude', 'neutral'): 1, ('neutral', 'amusement'): 1, ('amusement', 'admiration'): 1, ('admiration', 'excitement'): 1, ('excitement', 'annoyance'): 1}","[(('anger', 'annoyance'), 3), (('anger', 'anger'), 2), (('annoyance', 'caring'), 2), (('caring', 'anger'), 2), (('anger', 'neutral'), 1)]","['anger', 'annoyance', 'amusement', 'caring', 'gratitude', 'neutral', 'surprise', 'love']"
